image_id,input_path,target_path
0ad2567d-6d02-46cd-9560-4bfc5bdb6faf_g2,automatic-lens-correction\lens-correction-train-cleaned\0ad2567d-6d02-46cd-9560-4bfc5bdb6faf_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0ad2567d-6d02-46cd-9560-4bfc5bdb6faf_g2_generated.jpg
0ad2567d-6d02-46cd-9560-4bfc5bdb6faf_g3,automatic-lens-correction\lens-correction-train-cleaned\0ad2567d-6d02-46cd-9560-4bfc5bdb6faf_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0ad2567d-6d02-46cd-9560-4bfc5bdb6faf_g3_generated.jpg
0ad2567d-6d02-46cd-9560-4bfc5bdb6faf_g4,automatic-lens-correction\lens-correction-train-cleaned\0ad2567d-6d02-46cd-9560-4bfc5bdb6faf_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0ad2567d-6d02-46cd-9560-4bfc5bdb6faf_g4_generated.jpg
0addb7c6-da24-46b4-a1b1-c143c235d5f8_g0,automatic-lens-correction\lens-correction-train-cleaned\0addb7c6-da24-46b4-a1b1-c143c235d5f8_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0addb7c6-da24-46b4-a1b1-c143c235d5f8_g0_generated.jpg
0ae6c6ae-6708-408b-9718-614647f45202_g1,automatic-lens-correction\lens-correction-train-cleaned\0ae6c6ae-6708-408b-9718-614647f45202_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0ae6c6ae-6708-408b-9718-614647f45202_g1_generated.jpg
0ae6c6ae-6708-408b-9718-614647f45202_g2,automatic-lens-correction\lens-correction-train-cleaned\0ae6c6ae-6708-408b-9718-614647f45202_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0ae6c6ae-6708-408b-9718-614647f45202_g2_generated.jpg
0aed272d-e5b3-4005-8cac-fdc30b3e521a_g0,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g0_generated.jpg
0aed272d-e5b3-4005-8cac-fdc30b3e521a_g1,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g1_generated.jpg
0aed272d-e5b3-4005-8cac-fdc30b3e521a_g10,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g10_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g10_generated.jpg
0aed272d-e5b3-4005-8cac-fdc30b3e521a_g11,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g11_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g11_generated.jpg
0aed272d-e5b3-4005-8cac-fdc30b3e521a_g12,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g12_generated.jpg
0aed272d-e5b3-4005-8cac-fdc30b3e521a_g13,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g13_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g13_generated.jpg
0aed272d-e5b3-4005-8cac-fdc30b3e521a_g14,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g14_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g14_generated.jpg
0aed272d-e5b3-4005-8cac-fdc30b3e521a_g15,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g15_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g15_generated.jpg
0aed272d-e5b3-4005-8cac-fdc30b3e521a_g17,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g17_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g17_generated.jpg
0aed272d-e5b3-4005-8cac-fdc30b3e521a_g18,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g18_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g18_generated.jpg
0aed272d-e5b3-4005-8cac-fdc30b3e521a_g19,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g19_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g19_generated.jpg
0aed272d-e5b3-4005-8cac-fdc30b3e521a_g2,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g2_generated.jpg
0aed272d-e5b3-4005-8cac-fdc30b3e521a_g3,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g3_generated.jpg
0aed272d-e5b3-4005-8cac-fdc30b3e521a_g4,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g4_generated.jpg
0aed272d-e5b3-4005-8cac-fdc30b3e521a_g5,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g5_generated.jpg
0aed272d-e5b3-4005-8cac-fdc30b3e521a_g6,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g6_generated.jpg
0aed272d-e5b3-4005-8cac-fdc30b3e521a_g7,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g7_generated.jpg
0aed272d-e5b3-4005-8cac-fdc30b3e521a_g8,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g8_generated.jpg
0aed272d-e5b3-4005-8cac-fdc30b3e521a_g9,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0aed272d-e5b3-4005-8cac-fdc30b3e521a_g9_generated.jpg
0b002ee8-8167-4548-93f9-9636b9c72cd0_g0,automatic-lens-correction\lens-correction-train-cleaned\0b002ee8-8167-4548-93f9-9636b9c72cd0_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0b002ee8-8167-4548-93f9-9636b9c72cd0_g0_generated.jpg
0b002ee8-8167-4548-93f9-9636b9c72cd0_g1,automatic-lens-correction\lens-correction-train-cleaned\0b002ee8-8167-4548-93f9-9636b9c72cd0_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0b002ee8-8167-4548-93f9-9636b9c72cd0_g1_generated.jpg
0b002ee8-8167-4548-93f9-9636b9c72cd0_g10,automatic-lens-correction\lens-correction-train-cleaned\0b002ee8-8167-4548-93f9-9636b9c72cd0_g10_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0b002ee8-8167-4548-93f9-9636b9c72cd0_g10_generated.jpg
0b002ee8-8167-4548-93f9-9636b9c72cd0_g11,automatic-lens-correction\lens-correction-train-cleaned\0b002ee8-8167-4548-93f9-9636b9c72cd0_g11_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0b002ee8-8167-4548-93f9-9636b9c72cd0_g11_generated.jpg
0b002ee8-8167-4548-93f9-9636b9c72cd0_g12,automatic-lens-correction\lens-correction-train-cleaned\0b002ee8-8167-4548-93f9-9636b9c72cd0_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0b002ee8-8167-4548-93f9-9636b9c72cd0_g12_generated.jpg
0b0e9c8a-8b85-44fc-856c-851b1e800a83_g12,automatic-lens-correction\lens-correction-train-cleaned\0b0e9c8a-8b85-44fc-856c-851b1e800a83_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0b0e9c8a-8b85-44fc-856c-851b1e800a83_g12_generated.jpg
0b0e9c8a-8b85-44fc-856c-851b1e800a83_g14,automatic-lens-correction\lens-correction-train-cleaned\0b0e9c8a-8b85-44fc-856c-851b1e800a83_g14_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0b0e9c8a-8b85-44fc-856c-851b1e800a83_g14_generated.jpg
0b0e9c8a-8b85-44fc-856c-851b1e800a83_g19,automatic-lens-correction\lens-correction-train-cleaned\0b0e9c8a-8b85-44fc-856c-851b1e800a83_g19_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0b0e9c8a-8b85-44fc-856c-851b1e800a83_g19_generated.jpg
0b0e9c8a-8b85-44fc-856c-851b1e800a83_g4,automatic-lens-correction\lens-correction-train-cleaned\0b0e9c8a-8b85-44fc-856c-851b1e800a83_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0b0e9c8a-8b85-44fc-856c-851b1e800a83_g4_generated.jpg
0b0e9c8a-8b85-44fc-856c-851b1e800a83_g7,automatic-lens-correction\lens-correction-train-cleaned\0b0e9c8a-8b85-44fc-856c-851b1e800a83_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0b0e9c8a-8b85-44fc-856c-851b1e800a83_g7_generated.jpg
0b144c79-b679-45de-81fa-680b1a7351b8_g1,automatic-lens-correction\lens-correction-train-cleaned\0b144c79-b679-45de-81fa-680b1a7351b8_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0b144c79-b679-45de-81fa-680b1a7351b8_g1_generated.jpg
0b144c79-b679-45de-81fa-680b1a7351b8_g12,automatic-lens-correction\lens-correction-train-cleaned\0b144c79-b679-45de-81fa-680b1a7351b8_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0b144c79-b679-45de-81fa-680b1a7351b8_g12_generated.jpg
0b144c79-b679-45de-81fa-680b1a7351b8_g15,automatic-lens-correction\lens-correction-train-cleaned\0b144c79-b679-45de-81fa-680b1a7351b8_g15_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0b144c79-b679-45de-81fa-680b1a7351b8_g15_generated.jpg
0b144c79-b679-45de-81fa-680b1a7351b8_g17,automatic-lens-correction\lens-correction-train-cleaned\0b144c79-b679-45de-81fa-680b1a7351b8_g17_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0b144c79-b679-45de-81fa-680b1a7351b8_g17_generated.jpg
0b17cf1d-8671-4188-bff4-8f8d89ec86ef_g1,automatic-lens-correction\lens-correction-train-cleaned\0b17cf1d-8671-4188-bff4-8f8d89ec86ef_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0b17cf1d-8671-4188-bff4-8f8d89ec86ef_g1_generated.jpg
0b4f077b-b905-4124-8d24-81a18c22bbbd_g6,automatic-lens-correction\lens-correction-train-cleaned\0b4f077b-b905-4124-8d24-81a18c22bbbd_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0b4f077b-b905-4124-8d24-81a18c22bbbd_g6_generated.jpg
0b4f077b-b905-4124-8d24-81a18c22bbbd_g8,automatic-lens-correction\lens-correction-train-cleaned\0b4f077b-b905-4124-8d24-81a18c22bbbd_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0b4f077b-b905-4124-8d24-81a18c22bbbd_g8_generated.jpg
0b4f077b-b905-4124-8d24-81a18c22bbbd_g9,automatic-lens-correction\lens-correction-train-cleaned\0b4f077b-b905-4124-8d24-81a18c22bbbd_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0b4f077b-b905-4124-8d24-81a18c22bbbd_g9_generated.jpg
0b76f0a2-adcc-4f33-85c1-7de2839c823e_g1,automatic-lens-correction\lens-correction-train-cleaned\0b76f0a2-adcc-4f33-85c1-7de2839c823e_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0b76f0a2-adcc-4f33-85c1-7de2839c823e_g1_generated.jpg
0b949ccb-e319-44e0-a227-680143879ace_g10,automatic-lens-correction\lens-correction-train-cleaned\0b949ccb-e319-44e0-a227-680143879ace_g10_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0b949ccb-e319-44e0-a227-680143879ace_g10_generated.jpg
0b99498b-00df-47e7-96da-8bd19287fb6e_g12,automatic-lens-correction\lens-correction-train-cleaned\0b99498b-00df-47e7-96da-8bd19287fb6e_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0b99498b-00df-47e7-96da-8bd19287fb6e_g12_generated.jpg
0b99498b-00df-47e7-96da-8bd19287fb6e_g14,automatic-lens-correction\lens-correction-train-cleaned\0b99498b-00df-47e7-96da-8bd19287fb6e_g14_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0b99498b-00df-47e7-96da-8bd19287fb6e_g14_generated.jpg
0b99498b-00df-47e7-96da-8bd19287fb6e_g15,automatic-lens-correction\lens-correction-train-cleaned\0b99498b-00df-47e7-96da-8bd19287fb6e_g15_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0b99498b-00df-47e7-96da-8bd19287fb6e_g15_generated.jpg
0b99498b-00df-47e7-96da-8bd19287fb6e_g17,automatic-lens-correction\lens-correction-train-cleaned\0b99498b-00df-47e7-96da-8bd19287fb6e_g17_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0b99498b-00df-47e7-96da-8bd19287fb6e_g17_generated.jpg
0b99498b-00df-47e7-96da-8bd19287fb6e_g2,automatic-lens-correction\lens-correction-train-cleaned\0b99498b-00df-47e7-96da-8bd19287fb6e_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0b99498b-00df-47e7-96da-8bd19287fb6e_g2_generated.jpg
0bd10354-2f17-4047-9c4a-19e17c1ee78d_g0,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g0_generated.jpg
0bd10354-2f17-4047-9c4a-19e17c1ee78d_g1,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g1_generated.jpg
0bd10354-2f17-4047-9c4a-19e17c1ee78d_g10,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g10_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g10_generated.jpg
0bd10354-2f17-4047-9c4a-19e17c1ee78d_g11,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g11_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g11_generated.jpg
0bd10354-2f17-4047-9c4a-19e17c1ee78d_g12,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g12_generated.jpg
0bd10354-2f17-4047-9c4a-19e17c1ee78d_g14,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g14_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g14_generated.jpg
0bd10354-2f17-4047-9c4a-19e17c1ee78d_g15,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g15_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g15_generated.jpg
0bd10354-2f17-4047-9c4a-19e17c1ee78d_g16,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g16_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g16_generated.jpg
0bd10354-2f17-4047-9c4a-19e17c1ee78d_g17,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g17_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g17_generated.jpg
0bd10354-2f17-4047-9c4a-19e17c1ee78d_g18,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g18_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g18_generated.jpg
0bd10354-2f17-4047-9c4a-19e17c1ee78d_g19,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g19_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g19_generated.jpg
0bd10354-2f17-4047-9c4a-19e17c1ee78d_g2,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g2_generated.jpg
0bd10354-2f17-4047-9c4a-19e17c1ee78d_g3,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g3_generated.jpg
0bd10354-2f17-4047-9c4a-19e17c1ee78d_g4,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g4_generated.jpg
0bd10354-2f17-4047-9c4a-19e17c1ee78d_g5,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g5_generated.jpg
0bd10354-2f17-4047-9c4a-19e17c1ee78d_g6,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g6_generated.jpg
0bd10354-2f17-4047-9c4a-19e17c1ee78d_g7,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g7_generated.jpg
0bd10354-2f17-4047-9c4a-19e17c1ee78d_g8,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g8_generated.jpg
0bd10354-2f17-4047-9c4a-19e17c1ee78d_g9,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bd10354-2f17-4047-9c4a-19e17c1ee78d_g9_generated.jpg
0bd2491a-d5a8-4b14-8745-6d193da87683_g0,automatic-lens-correction\lens-correction-train-cleaned\0bd2491a-d5a8-4b14-8745-6d193da87683_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bd2491a-d5a8-4b14-8745-6d193da87683_g0_generated.jpg
0bd2491a-d5a8-4b14-8745-6d193da87683_g11,automatic-lens-correction\lens-correction-train-cleaned\0bd2491a-d5a8-4b14-8745-6d193da87683_g11_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bd2491a-d5a8-4b14-8745-6d193da87683_g11_generated.jpg
0bd2491a-d5a8-4b14-8745-6d193da87683_g12,automatic-lens-correction\lens-correction-train-cleaned\0bd2491a-d5a8-4b14-8745-6d193da87683_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bd2491a-d5a8-4b14-8745-6d193da87683_g12_generated.jpg
0bd2491a-d5a8-4b14-8745-6d193da87683_g13,automatic-lens-correction\lens-correction-train-cleaned\0bd2491a-d5a8-4b14-8745-6d193da87683_g13_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bd2491a-d5a8-4b14-8745-6d193da87683_g13_generated.jpg
0bd2491a-d5a8-4b14-8745-6d193da87683_g15,automatic-lens-correction\lens-correction-train-cleaned\0bd2491a-d5a8-4b14-8745-6d193da87683_g15_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bd2491a-d5a8-4b14-8745-6d193da87683_g15_generated.jpg
0bd2491a-d5a8-4b14-8745-6d193da87683_g16,automatic-lens-correction\lens-correction-train-cleaned\0bd2491a-d5a8-4b14-8745-6d193da87683_g16_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bd2491a-d5a8-4b14-8745-6d193da87683_g16_generated.jpg
0bd2491a-d5a8-4b14-8745-6d193da87683_g17,automatic-lens-correction\lens-correction-train-cleaned\0bd2491a-d5a8-4b14-8745-6d193da87683_g17_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bd2491a-d5a8-4b14-8745-6d193da87683_g17_generated.jpg
0bd2491a-d5a8-4b14-8745-6d193da87683_g18,automatic-lens-correction\lens-correction-train-cleaned\0bd2491a-d5a8-4b14-8745-6d193da87683_g18_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bd2491a-d5a8-4b14-8745-6d193da87683_g18_generated.jpg
0bd2491a-d5a8-4b14-8745-6d193da87683_g19,automatic-lens-correction\lens-correction-train-cleaned\0bd2491a-d5a8-4b14-8745-6d193da87683_g19_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bd2491a-d5a8-4b14-8745-6d193da87683_g19_generated.jpg
0bd2491a-d5a8-4b14-8745-6d193da87683_g4,automatic-lens-correction\lens-correction-train-cleaned\0bd2491a-d5a8-4b14-8745-6d193da87683_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bd2491a-d5a8-4b14-8745-6d193da87683_g4_generated.jpg
0bd2491a-d5a8-4b14-8745-6d193da87683_g5,automatic-lens-correction\lens-correction-train-cleaned\0bd2491a-d5a8-4b14-8745-6d193da87683_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bd2491a-d5a8-4b14-8745-6d193da87683_g5_generated.jpg
0bd2491a-d5a8-4b14-8745-6d193da87683_g6,automatic-lens-correction\lens-correction-train-cleaned\0bd2491a-d5a8-4b14-8745-6d193da87683_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bd2491a-d5a8-4b14-8745-6d193da87683_g6_generated.jpg
0bd2491a-d5a8-4b14-8745-6d193da87683_g7,automatic-lens-correction\lens-correction-train-cleaned\0bd2491a-d5a8-4b14-8745-6d193da87683_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bd2491a-d5a8-4b14-8745-6d193da87683_g7_generated.jpg
0bdd7b60-e3e0-47ee-8325-0c17f52f40b5_g2,automatic-lens-correction\lens-correction-train-cleaned\0bdd7b60-e3e0-47ee-8325-0c17f52f40b5_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0bdd7b60-e3e0-47ee-8325-0c17f52f40b5_g2_generated.jpg
0be53606-6013-4db9-897a-dc7f83cb7297_g0,automatic-lens-correction\lens-correction-train-cleaned\0be53606-6013-4db9-897a-dc7f83cb7297_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0be53606-6013-4db9-897a-dc7f83cb7297_g0_generated.jpg
0be53606-6013-4db9-897a-dc7f83cb7297_g1,automatic-lens-correction\lens-correction-train-cleaned\0be53606-6013-4db9-897a-dc7f83cb7297_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0be53606-6013-4db9-897a-dc7f83cb7297_g1_generated.jpg
0be53606-6013-4db9-897a-dc7f83cb7297_g10,automatic-lens-correction\lens-correction-train-cleaned\0be53606-6013-4db9-897a-dc7f83cb7297_g10_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0be53606-6013-4db9-897a-dc7f83cb7297_g10_generated.jpg
0be53606-6013-4db9-897a-dc7f83cb7297_g11,automatic-lens-correction\lens-correction-train-cleaned\0be53606-6013-4db9-897a-dc7f83cb7297_g11_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0be53606-6013-4db9-897a-dc7f83cb7297_g11_generated.jpg
0be53606-6013-4db9-897a-dc7f83cb7297_g12,automatic-lens-correction\lens-correction-train-cleaned\0be53606-6013-4db9-897a-dc7f83cb7297_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0be53606-6013-4db9-897a-dc7f83cb7297_g12_generated.jpg
0be53606-6013-4db9-897a-dc7f83cb7297_g13,automatic-lens-correction\lens-correction-train-cleaned\0be53606-6013-4db9-897a-dc7f83cb7297_g13_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0be53606-6013-4db9-897a-dc7f83cb7297_g13_generated.jpg
0be53606-6013-4db9-897a-dc7f83cb7297_g14,automatic-lens-correction\lens-correction-train-cleaned\0be53606-6013-4db9-897a-dc7f83cb7297_g14_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0be53606-6013-4db9-897a-dc7f83cb7297_g14_generated.jpg
0be53606-6013-4db9-897a-dc7f83cb7297_g2,automatic-lens-correction\lens-correction-train-cleaned\0be53606-6013-4db9-897a-dc7f83cb7297_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0be53606-6013-4db9-897a-dc7f83cb7297_g2_generated.jpg
0be53606-6013-4db9-897a-dc7f83cb7297_g3,automatic-lens-correction\lens-correction-train-cleaned\0be53606-6013-4db9-897a-dc7f83cb7297_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0be53606-6013-4db9-897a-dc7f83cb7297_g3_generated.jpg
0be53606-6013-4db9-897a-dc7f83cb7297_g4,automatic-lens-correction\lens-correction-train-cleaned\0be53606-6013-4db9-897a-dc7f83cb7297_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0be53606-6013-4db9-897a-dc7f83cb7297_g4_generated.jpg
